adjectives,answer,image_file,noun_lemma,people,qa_id,question,question_phrase,relevant,type
brown,brown jacket found,2376230.jpg,jacket,woman,2894,what utensil is the woman in the brown jacket using,brown jacket,1,attribute
brown,no brown jacket found,2315434.jpg,jacket,woman,-2894,what utensil is the woman in the brown jacket using,brown jacket,0,attribute
blue,blue hat found,2376166.jpg,hat,man,2906,how is the man in the white and blue hat standing,blue hat,1,attribute
blue,no blue hat found,713904.jpg,hat,man,-2906,how is the man in the white and blue hat standing,blue hat,0,attribute
yellow,yellow shirt found,2375984.jpg,shirt,man,2916,where is the man in the yellow shirt,yellow shirt,1,attribute
yellow,no yellow shirt found,2416261.jpg,shirt,man,-2916,where is the man in the yellow shirt,yellow shirt,0,attribute
striped,striped shirt found,2375646.jpg,shirt,boy,2942,what is on the back of the boy with the striped shirt to the left,striped shirt,1,attribute
striped,no striped shirt found,2315565.jpg,shirt,boy,-2942,what is on the back of the boy with the striped shirt to the left,striped shirt,0,attribute
green,green jacket found,2375436.jpg,jacket,skier,2966,what hue are the pants of the skier in the green jacket,green jacket,1,attribute
green,no green jacket found,2339949.jpg,jacket,skier,-2966,what hue are the pants of the skier in the green jacket,green jacket,0,attribute
pink,pink jacket found,2374754.jpg,jacket,girl,3032,what do the ties on girl in pink jacket's hat resemble,pink jacket,1,attribute
pink,no pink jacket found,2404359.jpg,jacket,girl,-3032,what do the ties on girl in pink jacket's hat resemble,pink jacket,0,attribute
green,green jacket found,2374535.jpg,jacket,man,3062,how is the umbrella in the man in green jacket's right hand positioned,green jacket,1,attribute
green,no green jacket found,2409885.jpg,jacket,man,-3062,how is the umbrella in the man in green jacket's right hand positioned,green jacket,0,attribute
green,green jacket found,2374471.jpg,jacket,person,3064,what is the person with the green jacket doing,green jacket,1,attribute
green,no green jacket found,2275.jpg,jacket,person,-3064,what is the person with the green jacket doing,green jacket,0,attribute
curly,curly hair found,2374389.jpg,hair,man,3068,what is the man with curly hair holding,curly hair,1,attribute
curly,no curly hair found,2365513.jpg,hair,man,-3068,what is the man with curly hair holding,curly hair,0,attribute
red,red shirt found,2374380.jpg,shirt,girl,3070,what is the girl in the red shirt carrying,red shirt,1,attribute
red,no red shirt found,2388349.jpg,shirt,girl,-3070,what is the girl in the red shirt carrying,red shirt,0,attribute
red,red hat found,2374242.jpg,hat,man,3086,what is the man in the red hat doing,red hat,1,attribute
red,no red hat found,2354603.jpg,hat,man,-3086,what is the man in the red hat doing,red hat,0,attribute
red,red jacket found,2373952.jpg,jacket,skier,3106,what skier isin red jacket,red jacket,1,attribute
red,no red jacket found,2369117.jpg,jacket,skier,-3106,what skier isin red jacket,red jacket,0,attribute
gray,gray shirt found,2373939.jpg,shirt,person,3108,where is the person in the gray shirt,gray shirt,1,attribute
gray,no gray shirt found,2361925.jpg,shirt,person,-3108,where is the person in the gray shirt,gray shirt,0,attribute
plaid,plaid shirt found,2373911.jpg,shirt,man,3110,what is the man wearing over the plaid shirt,plaid shirt,1,attribute
plaid,no plaid shirt found,2362125.jpg,shirt,man,-3110,what is the man wearing over the plaid shirt,plaid shirt,0,attribute
curly,curly hair found,2373602.jpg,hair,person,3134,what person has curly hair,curly hair,1,attribute
curly,no curly hair found,2402804.jpg,hair,person,-3134,what person has curly hair,curly hair,0,attribute
striped,striped shirt found,2372370.jpg,shirt,boy,3266,what is in the right hand of the boy in the striped shirt,striped shirt,1,attribute
striped,no striped shirt found,2399562.jpg,shirt,boy,-3266,what is in the right hand of the boy in the striped shirt,striped shirt,0,attribute
plaid,plaid shirt found,2372179.jpg,shirt,boy,3280,how long is the boy in the plaid shirts hair,plaid shirt,1,attribute
plaid,no plaid shirt found,2397440.jpg,shirt,boy,-3280,how long is the boy in the plaid shirts hair,plaid shirt,0,attribute
brown,brown jacket found,2371093.jpg,jacket,man,3372,where is the man wearing a brown jacket,brown jacket,1,attribute
brown,no brown jacket found,713237.jpg,jacket,man,-3372,where is the man wearing a brown jacket,brown jacket,0,attribute
purple,purple shirt found,2371070.jpg,shirt,man,3376,what kind of shorts is the man in the purple shirt wearing,purple shirt,1,attribute
purple,no purple shirt found,2316163.jpg,shirt,man,-3376,what kind of shorts is the man in the purple shirt wearing,purple shirt,0,attribute
green,green shirt found,2370835.jpg,shirt,boy,3414,what is the boy in the green shirt doing,green shirt,1,attribute
green,no green shirt found,2374773.jpg,shirt,boy,-3414,what is the boy in the green shirt doing,green shirt,0,attribute
gray,gray hair found,2370818.jpg,hair,man,3416,where is the man with gray hair sitting,gray hair,1,attribute
gray,no gray hair found,2321385.jpg,hair,man,-3416,where is the man with gray hair sitting,gray hair,0,attribute
red,red shirt found,2370818.jpg,shirt,man,3420,what kind of chair is the red shirt man on,red shirt,1,attribute
red,no red shirt found,498029.jpg,shirt,man,-3420,what kind of chair is the red shirt man on,red shirt,0,attribute
black,black dress found,2370621.jpg,dress,person,3444,where is the statue of the person in the ankle length black dress,black dress,1,attribute
black,no black dress found,2372166.jpg,dress,person,-3444,where is the statue of the person in the ankle length black dress,black dress,0,attribute
red,red hair found,2370576.jpg,hair,person,3452,what person wears red hair,red hair,1,attribute
red,no red hair found,2348634.jpg,hair,person,-3452,what person wears red hair,red hair,0,attribute
black,black suit found,2370126.jpg,suit,man,3492,who are the men in black suits,black suit,1,attribute
black,no black suit found,2407977.jpg,suit,man,-3492,who are the men in black suits,black suit,0,attribute
purple,purple shirt found,2369574.jpg,shirt,lady,3534,what is the lady wearing the purple shirt doing,purple shirt,1,attribute
purple,no purple shirt found,1159718.jpg,shirt,lady,-3534,what is the lady wearing the purple shirt doing,purple shirt,0,attribute
red,red jacket found,2369469.jpg,jacket,skier,3542,what is the facial expression of the skier in red jacket,red jacket,1,attribute
red,no red jacket found,2413116.jpg,jacket,skier,-3542,what is the facial expression of the skier in red jacket,red jacket,0,attribute
white,white dress found,2369076.jpg,dress,woman,3576,what does woman in white dress carry,white dress,1,attribute
white,no white dress found,2375987.jpg,dress,woman,-3576,what does woman in white dress carry,white dress,0,attribute
white,white dress found,2369076.jpg,dress,woman,3578,who stands behind the woman in the white dress,white dress,1,attribute
white,no white dress found,285831.jpg,dress,woman,-3578,who stands behind the woman in the white dress,white dress,0,attribute
red,red jacket found,2368916.jpg,jacket,skier,3594,how is the skier in the red jacket turned,red jacket,1,attribute
red,no red jacket found,2392069.jpg,jacket,skier,-3594,how is the skier in the red jacket turned,red jacket,0,attribute
red,red hair found,2368472.jpg,hair,person,3624,what is the person with red hair doing,red hair,1,attribute
red,no red hair found,2331452.jpg,hair,person,-3624,what is the person with red hair doing,red hair,0,attribute
red,red hat found,2368169.jpg,hat,player,3650,what area is black and red on the player in the red hat,red hat,1,attribute
red,no red hat found,2336727.jpg,hat,player,-3650,what area is black and red on the player in the red hat,red hat,0,attribute
black,black hat found,2368169.jpg,hat,man,3652,what is the ground the man in the black hat standing on,black hat,1,attribute
black,no black hat found,2373248.jpg,hat,man,-3652,what is the ground the man in the black hat standing on,black hat,0,attribute
brown,brown pant found,2368140.jpg,pant,woman,3654,where is the woman in brown pants watching the skateboarders,brown pant,1,attribute
brown,no brown pant found,2407883.jpg,pant,woman,-3654,where is the woman in brown pants watching the skateboarders,brown pant,0,attribute
green,green shirt found,2368107.jpg,shirt,person,3668,where is the person in the green shirt standing,green shirt,1,attribute
green,no green shirt found,2372974.jpg,shirt,person,-3668,where is the person in the green shirt standing,green shirt,0,attribute
black,black shirt found,2367498.jpg,shirt,boy,3696,what is the boy with a black shirt wearing on the feet,black shirt,1,attribute
black,no black shirt found,2354874.jpg,shirt,boy,-3696,what is the boy with a black shirt wearing on the feet,black shirt,0,attribute
plaid,plaid shirt found,2366720.jpg,shirt,person,3750,what gender is the person in the plaid shirt facing,plaid shirt,1,attribute
plaid,no plaid shirt found,2327699.jpg,shirt,person,-3750,what gender is the person in the plaid shirt facing,plaid shirt,0,attribute
grey,gray shirt found,2366434.jpg,shirt,man,3802,what is the pattern on the cloth hanging behind the man in the grey shirt,gray shirt,1,attribute
grey,no gray shirt found,2380739.jpg,shirt,man,-3802,what is the pattern on the cloth hanging behind the man in the grey shirt,gray shirt,0,attribute
blue,blue jacket found,2366434.jpg,jacket,woman,3806,what is around the neck of the woman in the blue jacket,blue jacket,1,attribute
blue,no blue jacket found,2414819.jpg,jacket,woman,-3806,what is around the neck of the woman in the blue jacket,blue jacket,0,attribute
brown,brown pant found,2366311.jpg,pant,skateboarder,3826,why is the skateboarder wearing long brown pants,brown pant,1,attribute
brown,no brown pant found,2376569.jpg,pant,skateboarder,-3826,why is the skateboarder wearing long brown pants,brown pant,0,attribute
yellow,yellow jacket found,2366204.jpg,coat,man,3832,what is the man in the yellow coat holding,yellow jacket,1,attribute
yellow,no yellow jacket found,1592911.jpg,coat,man,-3832,what is the man in the yellow coat holding,yellow jacket,0,attribute
long,long hair found,2366184.jpg,hair,woman,3834,what are is the woman with long hair looking down at,long hair,1,attribute
long,no long hair found,2351798.jpg,hair,woman,-3834,what are is the woman with long hair looking down at,long hair,0,attribute
blond,blond hair found,2365929.jpg,hair,person,3850,where is the person blonde hair,blond hair,1,attribute
blond,no blond hair found,2403045.jpg,hair,person,-3850,where is the person blonde hair,blond hair,0,attribute
plaid,plaid shirt found,2365234.jpg,shirt,man,3908,what is the man wearing a plaid shirt doing,plaid shirt,1,attribute
plaid,no plaid shirt found,2339129.jpg,shirt,man,-3908,what is the man wearing a plaid shirt doing,plaid shirt,0,attribute
red,red shirt found,2365153.jpg,shirt,man,3928,what are the men in red shirts doing,red shirt,1,attribute
red,no red shirt found,2369576.jpg,shirt,man,-3928,what are the men in red shirts doing,red shirt,0,attribute
striped,striped shirt found,2364730.jpg,shirt,man,3958,what is the man in the striped shirt holding,striped shirt,1,attribute
striped,no striped shirt found,713895.jpg,shirt,man,-3958,what is the man in the striped shirt holding,striped shirt,0,attribute
blue,blue pant found,2364516.jpg,pant,boy,3980,where is the boy with the blue pants,blue pant,1,attribute
blue,no blue pant found,2364025.jpg,pant,boy,-3980,where is the boy with the blue pants,blue pant,0,attribute
green,green jacket found,2364461.jpg,jacket,lady,3984,what is the lady in the green jacket holding,green jacket,1,attribute
green,no green jacket found,2394384.jpg,jacket,lady,-3984,what is the lady in the green jacket holding,green jacket,0,attribute
grey,gray pant found,2364331.jpg,pant,man,3990,what is on the man in grey pant's waist,gray pant,1,attribute
grey,no gray pant found,2404760.jpg,pant,man,-3990,what is on the man in grey pant's waist,gray pant,0,attribute
red,red jacket found,2364246.jpg,jacket,man,4002,what jewelry is in the ear of the man in the red jacket,red jacket,1,attribute
